		{ALL}	GOOD		BAD	
8pm	1	1	25.00%	0	25.00%
saturdays	1	1	25.00%	0	25.00%
mistreating	1	1	25.00%	0	25.00%
dire	2	2	16.67%	0	16.67%
spreads	1	1	25.00%	0	25.00%
bloodon	1	1	25.00%	0	25.00%
cango	1	1	25.00%	0	25.00%
thosethese	1	1	25.00%	0	25.00%
direly	1	1	25.00%	0	25.00%
diplomatic	3	3	12.51%	0	12.50%
ludicrous	2	2	16.67%	0	16.67%
cynical	1	1	25.00%	0	25.00%
notestocks	1	1	25.00%	0	25.00%
soarobama's	1	1	25.00%	0	25.00%
watchfour	1	1	25.00%	0	25.00%
buyandhold	1	1	25.00%	0	25.00%
roth	12	11	3.85%	1	3.85%
ira	7	7	6.26%	0	6.25%
daytradingcan't	1	1	25.00%	0	25.00%
buyhold	1	1	25.00%	0	25.00%
tactical	1	1	25.00%	0	25.00%
allocation	2	2	16.67%	0	16.67%
confirmation	1	1	25.00%	0	25.00%
consistently	2	2	16.67%	0	16.67%
lolololololololololo	1	1	25.00%	0	25.00%
oct	3	3	12.51%	0	12.50%
defended	4	4	10.01%	0	10.00%
embassyronald	1	1	25.00%	0	25.00%
pledged	1	1	25.00%	0	25.00%
caspar	1	1	25.00%	0	25.00%
weinberger	1	1	25.00%	0	25.00%
privately	2	2	16.67%	0	16.67%
stationing	1	1	25.00%	0	25.00%
1984	2	2	16.67%	0	16.67%
withdrawing	1	1	25.00%	0	25.00%
withdrawal	2	2	16.67%	0	16.67%
theywere	3	3	12.51%	0	12.50%
elseand	1	1	25.00%	0	25.00%
therefor	2	2	16.67%	0	16.67%
amglad	1	1	25.00%	0	25.00%
divine	4	4	10.01%	0	10.00%
chill	8	8	5.56%	0	5.56%
pill	8	7	5.56%	1	5.56%
idgaf	1	1	25.00%	0	25.00%
brained	1	1	25.00%	0	25.00%
offspring	5	5	8.34%	0	8.33%
shts	3	2	12.50%	1	12.51%
fears	1	1	25.00%	0	25.00%
holier	4	4	10.01%	0	10.00%
thou	6	6	7.15%	0	7.14%
hahahahahahaha	3	3	12.51%	0	12.50%
granfather	2	1	16.67%	1	16.68%
lions	3	2	12.50%	1	12.51%
motherland	3	2	12.50%	1	12.51%
cotton	7	6	6.26%	1	6.25%
anymorewhy	1	0	25.00%	1	25.02%
fukyouall	1	0	25.00%	1	25.02%
seamus	1	1	25.00%	0	25.00%
mitt's	8	8	5.56%	0	5.56%
family's	4	4	10.01%	0	10.00%
caprice	1	1	25.00%	0	25.00%
650	2	2	16.67%	0	16.67%
setters	2	2	16.67%	0	16.67%
nuzzling	1	1	25.00%	0	25.00%
nibbling	1	1	25.00%	0	25.00%
himto	1	1	25.00%	0	25.00%
unncessary	1	1	25.00%	0	25.00%
drivin	3	3	12.51%	0	12.50%
mindin	1	1	25.00%	0	25.00%
niiiiiiiias	1	1	25.00%	0	25.00%
booom	2	2	16.67%	0	16.67%
thinken	1	1	25.00%	0	25.00%
yrdoloss	1	1	25.00%	0	25.00%
yrdolo	1	1	25.00%	0	25.00%
youz	1	1	25.00%	0	25.00%
clumsy	1	1	25.00%	0	25.00%
dawrg	2	2	16.67%	0	16.67%
pent	1	1	25.00%	0	25.00%
iside	1	1	25.00%	0	25.00%
slippery	1	1	25.00%	0	25.00%
tiled	1	1	25.00%	0	25.00%
floors	2	2	16.67%	0	16.67%
zues	2	2	16.67%	0	16.67%
oversized	1	1	25.00%	0	25.00%
akward	1	1	25.00%	0	25.00%
knockin	2	2	16.67%	0	16.67%
battering	1	1	25.00%	0	25.00%
ram	1	1	25.00%	0	25.00%
pinko	1	1	25.00%	0	25.00%
betterwhen	1	1	25.00%	0	25.00%
georgous	1	1	25.00%	0	25.00%
ngger	2	2	16.67%	0	16.67%
informatively	1	1	25.00%	0	25.00%
'my	2	1	16.67%	1	16.68%
interpretation'	1	1	25.00%	0	25.00%
reminded	3	3	12.51%	0	12.50%
pussies	6	4	7.15%	2	7.15%
quran	3	3	12.51%	0	12.50%
damnthere	1	1	25.00%	0	25.00%
arelots	1	1	25.00%	0	25.00%
whiterace	1	1	25.00%	0	25.00%
troublemaker	1	1	25.00%	0	25.00%
honors	3	3	12.51%	0	12.50%
subjugated	1	1	25.00%	0	25.00%
allrule	1	1	25.00%	0	25.00%
convenience	1	1	25.00%	0	25.00%
bandaids	1	1	25.00%	0	25.00%
cater	2	2	16.67%	0	16.67%
negated	1	1	25.00%	0	25.00%
uhduh	1	1	25.00%	0	25.00%
ser	1	1	25.00%	0	25.00%
cleaner	5	5	8.34%	0	8.33%
revel	1	1	25.00%	0	25.00%
gnat	1	1	25.00%	0	25.00%
lauer	2	2	16.67%	0	16.67%
shaun	1	1	25.00%	0	25.00%
enlightened	5	5	8.34%	0	8.33%
pulse	1	1	25.00%	0	25.00%
menial	1	1	25.00%	0	25.00%
toiled	2	2	16.67%	0	16.67%
missouri	3	3	12.51%	0	12.50%
offoutsources	1	1	25.00%	0	25.00%
1000's	1	1	25.00%	0	25.00%
andspray	1	1	25.00%	0	25.00%
paint	9	9	5.01%	0	5.00%
texin	1	1	25.00%	0	25.00%
flexin	1	1	25.00%	0	25.00%
outada	1	1	25.00%	0	25.00%
cacha	1	1	25.00%	0	25.00%
mesmerized	2	2	16.67%	0	16.67%
sensual	1	1	25.00%	0	25.00%
marvelous	2	2	16.67%	0	16.67%
commanding	1	1	25.00%	0	25.00%
sorrow	3	3	12.51%	0	12.50%
studio	3	3	12.51%	0	12.50%
heavens	3	3	12.51%	0	12.50%
choir	2	2	16.67%	0	16.67%
quintessential	3	3	12.51%	0	12.50%
paradigm	2	2	16.67%	0	16.67%
someon	2	2	16.67%	0	16.67%
behing	2	2	16.67%	0	16.67%
whitefeather58	1	1	25.00%	0	25.00%
remark	2	2	16.67%	0	16.67%
rodney	2	2	16.67%	0	16.67%
obsenely	1	1	25.00%	0	25.00%
inhumane	5	4	8.34%	1	8.34%
totmom	6	5	7.15%	1	7.15%
'terrible	1	1	25.00%	0	25.00%
person'	1	1	25.00%	0	25.00%
sinking	3	3	12.51%	0	12.50%
ratings	5	4	8.34%	1	8.34%
idiocy	4	4	10.01%	0	10.00%
adblock	1	1	25.00%	0	25.00%
swedisha	1	0	25.00%	1	25.02%
wana	1	1	25.00%	0	25.00%
robbed	7	6	6.26%	1	6.25%
711	2	2	16.67%	0	16.67%
steve	11	11	4.17%	0	4.17%
ignoring	4	4	10.01%	0	10.00%
resident	1	1	25.00%	0	25.00%
revealed	3	3	12.51%	0	12.50%
absorbed	1	1	25.00%	0	25.00%
criticisms	1	1	25.00%	0	25.00%
unpatriotic	3	3	12.51%	0	12.50%
battlefield	1	1	25.00%	0	25.00%
morale	1	1	25.00%	0	25.00%
privileges	1	1	25.00%	0	25.00%
islamist	3	3	12.51%	0	12.50%
worshiping	1	1	25.00%	0	25.00%
golden	4	4	10.01%	0	10.00%
babylonian	1	1	25.00%	0	25.00%
babel	1	1	25.00%	0	25.00%
arnold	1	1	25.00%	0	25.00%
unfortunatly	3	2	12.50%	1	12.51%
tragety	1	1	25.00%	0	25.00%
carnage	1	1	25.00%	0	25.00%
degenerates	2	2	16.67%	0	16.67%
prevented	2	2	16.67%	0	16.67%
conquers	1	1	25.00%	0	25.00%
buick	2	2	16.67%	0	16.67%
verano	1	1	25.00%	0	25.00%
porche	2	2	16.67%	0	16.67%
theose	1	1	25.00%	0	25.00%
celebration	1	1	25.00%	0	25.00%
igorance	1	1	25.00%	0	25.00%
informative	3	3	12.51%	0	12.50%
conscious	2	2	16.67%	0	16.67%
comfortable	16	16	2.95%	0	2.94%
initiate	1	1	25.00%	0	25.00%
beautifulwoman	1	1	25.00%	0	25.00%
ihate	1	1	25.00%	0	25.00%
spontaneous	1	1	25.00%	0	25.00%
genecesspool	1	1	25.00%	0	25.00%
gopigs	1	1	25.00%	0	25.00%
romeny	5	5	8.34%	0	8.33%
want's	2	2	16.67%	0	16.67%
lds	1	1	25.00%	0	25.00%
fcked	4	4	10.01%	0	10.00%
inbred	8	8	5.56%	0	5.56%
concurred	2	2	16.67%	0	16.67%
unevolving	2	2	16.67%	0	16.67%
vale's	1	1	25.00%	0	25.00%
diverse	2	2	16.67%	0	16.67%
reactions	5	5	8.34%	0	8.33%
spead	1	1	25.00%	0	25.00%
fraction	3	3	12.51%	0	12.50%
dim	6	6	7.15%	0	7.14%
backwordsand	1	1	25.00%	0	25.00%
wrappers	3	3	12.51%	0	12.50%
angery	1	1	25.00%	0	25.00%
haaa	1	1	25.00%	0	25.00%
eventua	1	1	25.00%	0	25.00%
lly	1	1	25.00%	0	25.00%
pompous	3	3	12.51%	0	12.50%
maxipad	2	2	16.67%	0	16.67%
bwahahahahahahahahah	1	1	25.00%	0	25.00%
gennifer	1	1	25.00%	0	25.00%
monica	1	1	25.00%	0	25.00%
jfk's	1	1	25.00%	0	25.00%
dalliances	1	1	25.00%	0	25.00%
affiliation	1	1	25.00%	0	25.00%
hybrid	1	1	25.00%	0	25.00%
institute	2	2	16.67%	0	16.67%
priority	5	5	8.34%	0	8.33%
meantime	5	5	8.34%	0	8.33%
politifact	2	2	16.67%	0	16.67%
hereby	1	1	25.00%	0	25.00%
height	1	1	25.00%	0	25.00%
lag	1	1	25.00%	0	25.00%
unhelpful	1	1	25.00%	0	25.00%
butthead	1	1	25.00%	0	25.00%
nigga's	1	1	25.00%	0	25.00%
myselfbe	1	1	25.00%	0	25.00%
lifeand	1	1	25.00%	0	25.00%
alltime	3	3	12.51%	0	12.50%
cowardly	4	4	10.01%	0	10.00%
shtf	1	1	25.00%	0	25.00%
nig	2	2	16.67%	0	16.67%
problemsor	1	1	25.00%	0	25.00%
adapt	4	4	10.01%	0	10.00%
electricalgrid	1	1	25.00%	0	25.00%
dudettes	2	2	16.67%	0	16.67%
roles	5	5	8.34%	0	8.33%
statistically	5	4	8.34%	1	8.34%
incarcerated	1	1	25.00%	0	25.00%
aurthur	1	1	25.00%	0	25.00%
buffett	2	2	16.67%	0	16.67%
50's	8	8	5.56%	0	5.56%
unbalanced	1	1	25.00%	0	25.00%
dodo	1	1	25.00%	0	25.00%
themajority	1	1	25.00%	0	25.00%
consumed	4	4	10.01%	0	10.00%
lacks	2	2	16.67%	0	16.67%
feasible	1	1	25.00%	0	25.00%
advocate	5	4	8.34%	1	8.34%
solely	3	3	12.51%	0	12.50%
catalyst	1	1	25.00%	0	25.00%
visual	1	1	25.00%	0	25.00%
pleasures	1	1	25.00%	0	25.00%
consideration	8	8	5.56%	0	5.56%
scope	3	3	12.51%	0	12.50%
attraction	4	4	10.01%	0	10.00%
involves	4	4	10.01%	0	10.00%
aesthetics	2	2	16.67%	0	16.67%
analyzed	1	1	25.00%	0	25.00%
intensely	1	1	25.00%	0	25.00%
debated	1	1	25.00%	0	25.00%
pant	1	1	25.00%	0	25.00%
dbellis	1	1	25.00%	0	25.00%
incorrect	8	8	5.56%	0	5.56%
traveled	4	3	10.01%	1	10.01%
packs	2	2	16.67%	0	16.67%
intimidated	3	3	12.51%	0	12.50%
mather	4	4	10.01%	0	10.00%
aracist	1	1	25.00%	0	25.00%
asick	1	1	25.00%	0	25.00%
outnumber	3	3	12.51%	0	12.50%
120mphdrifting	1	1	25.00%	0	25.00%
critism	1	1	25.00%	0	25.00%
relation	2	2	16.67%	0	16.67%
inward	1	1	25.00%	0	25.00%
outward	1	1	25.00%	0	25.00%
cosby	1	1	25.00%	0	25.00%
morgan	3	3	12.51%	0	12.50%
freeman	2	2	16.67%	0	16.67%
barfwinkle	1	1	25.00%	0	25.00%
boy's	2	2	16.67%	0	16.67%
tote	1	1	25.00%	0	25.00%
nerdy	1	1	25.00%	0	25.00%
worm	1	1	25.00%	0	25.00%
rumble	1	1	25.00%	0	25.00%
darwins	1	1	25.00%	0	25.00%
gun4	1	1	25.00%	0	25.00%
bath	4	4	10.01%	0	10.00%
salts	1	1	25.00%	0	25.00%
soaking	1	1	25.00%	0	25.00%
ode	1	1	25.00%	0	25.00%
wheelfalling	1	1	25.00%	0	25.00%
arecrack	1	1	25.00%	0	25.00%
drowns	1	1	25.00%	0	25.00%
dosent	5	5	8.34%	0	8.33%
float	2	2	16.67%	0	16.67%
selfcorrecting	1	1	25.00%	0	25.00%
beez	2	2	16.67%	0	16.67%
rayciss	1	1	25.00%	0	25.00%
joints	1	1	25.00%	0	25.00%
ans	1	1	25.00%	0	25.00%
flaunts	1	1	25.00%	0	25.00%
money's	1	1	25.00%	0	25.00%
youinnovate	1	1	25.00%	0	25.00%
disgust	3	3	12.51%	0	12.50%
ultimatelyevery	1	1	25.00%	0	25.00%
crapshoot	2	2	16.67%	0	16.67%
poeticirony	1	1	25.00%	0	25.00%
allpeople	1	1	25.00%	0	25.00%
gettingoffended	1	1	25.00%	0	25.00%
ideah	1	1	25.00%	0	25.00%
dontsay	1	1	25.00%	0	25.00%
willshut	1	1	25.00%	0	25.00%
thebleeding	1	1	25.00%	0	25.00%
she'd	2	1	16.67%	1	16.68%
amiright	1	1	25.00%	0	25.00%
darnsuprised	1	1	25.00%	0	25.00%
dotn	1	1	25.00%	0	25.00%
seriouss	1	1	25.00%	0	25.00%
smashing	1	1	25.00%	0	25.00%
diff	1	1	25.00%	0	25.00%
diversity	3	3	12.51%	0	12.50%
marley	1	1	25.00%	0	25.00%
homie	1	1	25.00%	0	25.00%
sidekick	2	2	16.67%	0	16.67%
amigo	1	1	25.00%	0	25.00%
hombre	1	1	25.00%	0	25.00%
peices	1	1	25.00%	0	25.00%
shite	2	2	16.67%	0	16.67%
neggaars	1	1	25.00%	0	25.00%
clarion	1	1	25.00%	0	25.00%
aiming	1	1	25.00%	0	25.00%
anonymity	1	1	25.00%	0	25.00%
slide	2	2	16.67%	0	16.67%
bitches	10	8	4.55%	2	4.55%
deciscion	1	1	25.00%	0	25.00%
mama	7	7	6.26%	0	6.25%
niggas	2	1	16.67%	1	16.68%
numbskull	2	2	16.67%	0	16.67%
society's	3	3	12.51%	0	12.50%
grieving	8	7	5.56%	1	5.56%
callous	2	2	16.67%	0	16.67%
vicinity	1	1	25.00%	0	25.00%
comic	2	2	16.67%	0	16.67%
drama	7	7	6.26%	0	6.25%
overshadowed	1	1	25.00%	0	25.00%
biopic	1	1	25.00%	0	25.00%
murray	1	1	25.00%	0	25.00%
comedy	1	1	25.00%	0	25.00%
oscar	2	2	16.67%	0	16.67%
loosley	1	1	25.00%	0	25.00%
drivr	1	1	25.00%	0	25.00%
socruel	1	1	25.00%	0	25.00%
thatand	1	1	25.00%	0	25.00%
birdbrain	1	1	25.00%	0	25.00%
numnutts	1	1	25.00%	0	25.00%
literature	2	2	16.67%	0	16.67%
willcontinue	1	1	25.00%	0	25.00%
freeand	1	1	25.00%	0	25.00%
rib	1	1	25.00%	0	25.00%
rev	3	3	12.51%	0	12.50%
photographic	1	1	25.00%	0	25.00%
parting	2	2	16.67%	0	16.67%
firsttime	2	2	16.67%	0	16.67%
homebuyer's	2	2	16.67%	0	16.67%
justcall	1	1	25.00%	0	25.00%
permanent	5	4	8.34%	1	8.34%
exemption	1	1	25.00%	0	25.00%
partnering	1	1	25.00%	0	25.00%
worldwould	2	2	16.67%	0	16.67%
punkass	2	2	16.67%	0	16.67%
xsvenom	2	2	16.67%	0	16.67%
shyte	1	1	25.00%	0	25.00%
hollis	1	1	25.00%	0	25.00%
mrk	1	1	25.00%	0	25.00%
yuk	6	6	7.15%	0	7.14%
herexperience	1	1	25.00%	0	25.00%
andencouraged	1	1	25.00%	0	25.00%
uprising	2	2	16.67%	0	16.67%
reporters	7	7	6.26%	0	6.25%
g000	2	2	16.67%	0	16.67%
phaggots	1	1	25.00%	0	25.00%
napalatano	1	1	25.00%	0	25.00%
flea	3	3	12.51%	0	12.50%
bitten	1	1	25.00%	0	25.00%
savage	2	2	16.67%	0	16.67%
bastaards	1	1	25.00%	0	25.00%
sideways	1	1	25.00%	0	25.00%
thatta	1	1	25.00%	0	25.00%
loudi'm	1	1	25.00%	0	25.00%
swanginthey	1	1	25.00%	0	25.00%
hopin	1	1	25.00%	0	25.00%
gon	1	1	25.00%	0	25.00%
ridin	2	2	16.67%	0	16.67%
dirtytryin	1	1	25.00%	0	25.00%
holdin	1	1	25.00%	0	25.00%
thesuper	1	1	25.00%	0	25.00%
kathleen	1	1	25.00%	0	25.00%
sebelius	3	3	12.51%	0	12.50%
extemporaneously	1	1	25.00%	0	25.00%
osc	2	2	16.67%	0	16.67%
wednesday	4	4	10.01%	0	10.00%
prohibits	2	2	16.67%	0	16.67%
represented	5	5	8.34%	0	8.33%
hhs	1	1	25.00%	0	25.00%
advocacy	1	1	25.00%	0	25.00%
imperatives	1	1	25.00%	0	25.00%
derrick	2	2	16.67%	0	16.67%
lesa	1	1	25.00%	0	25.00%
winsor	1	1	25.00%	0	25.00%
involve	5	5	8.34%	0	8.33%
imprisonment	1	1	25.00%	0	25.00%
judson	1	1	25.00%	0	25.00%
oncebankrupt	1	1	25.00%	0	25.00%
attorney	3	3	12.51%	0	12.50%
chasing	6	6	7.15%	0	7.14%
swallow	3	2	12.50%	1	12.51%
rnc	6	6	7.15%	0	7.14%
premiere	1	1	25.00%	0	25.00%
complimentary	1	1	25.00%	0	25.00%
spitting	1	1	25.00%	0	25.00%
wacko's	2	2	16.67%	0	16.67%
potatoe	2	2	16.67%	0	16.67%
abortions	3	3	12.51%	0	12.50%
mfer	1	1	25.00%	0	25.00%
richter	1	1	25.00%	0	25.00%
lastly	3	3	12.51%	0	12.50%
measurement	1	1	25.00%	0	25.00%
utmost	1	1	25.00%	0	25.00%
sunrise	1	1	25.00%	0	25.00%
contestno	1	1	25.00%	0	25.00%
internationals	1	1	25.00%	0	25.00%
freely	4	4	10.01%	0	10.00%
borders	6	6	7.15%	0	7.14%
guberment	2	2	16.67%	0	16.67%
tooo	1	1	25.00%	0	25.00%
jokers	1	1	25.00%	0	25.00%
moralitymortality	1	1	25.00%	0	25.00%
tale	9	9	5.01%	0	5.00%
succinct	1	1	25.00%	0	25.00%
oversaturation	1	1	25.00%	0	25.00%
ilife	1	1	25.00%	0	25.00%
literalism	1	1	25.00%	0	25.00%
knowlove	1	1	25.00%	0	25.00%
oversimplistic	1	1	25.00%	0	25.00%
phoneshandcomputer	1	1	25.00%	0	25.00%
fullattention	1	1	25.00%	0	25.00%
isht	2	2	16.67%	0	16.67%
tosh	1	1	25.00%	0	25.00%
material	2	2	16.67%	0	16.67%
unending	1	1	25.00%	0	25.00%
bliss	7	7	6.26%	0	6.25%
sommofabitches	1	1	25.00%	0	25.00%
roseanne	1	1	25.00%	0	25.00%
bar's	1	1	25.00%	0	25.00%
m'	1	1	25.00%	0	25.00%
graphic	1	1	25.00%	0	25.00%
insultingcomments	1	1	25.00%	0	25.00%
muslin	3	3	12.51%	0	12.50%
apalled	1	1	25.00%	0	25.00%
graphics	3	3	12.51%	0	12.50%
toambush	1	1	25.00%	0	25.00%
heartbreaking	4	4	10.01%	0	10.00%
iwant	1	1	25.00%	0	25.00%
weirdos	1	1	25.00%	0	25.00%
ca's	1	1	25.00%	0	25.00%
sewn	1	1	25.00%	0	25.00%
singers	4	4	10.01%	0	10.00%
heroes	4	4	10.01%	0	10.00%
kunt	1	1	25.00%	0	25.00%
cope	1	1	25.00%	0	25.00%
abuses	2	2	16.67%	0	16.67%
helpless	2	2	16.67%	0	16.67%
openlyhostile	1	1	25.00%	0	25.00%
totheir	1	1	25.00%	0	25.00%
thatqueen	1	1	25.00%	0	25.00%
apropos	1	1	25.00%	0	25.00%
inwatching	1	1	25.00%	0	25.00%
parachute	3	3	12.51%	0	12.50%
sabotaged	2	2	16.67%	0	16.67%
rearended	2	2	16.67%	0	16.67%
oncoming	1	1	25.00%	0	25.00%
10and	1	1	25.00%	0	25.00%
causeyou'reon	1	1	25.00%	0	25.00%
checkdoesn'tmean	1	1	25.00%	0	25.00%
scrapping	2	2	16.67%	0	16.67%
mill	8	8	5.56%	0	5.56%
crunch	1	1	25.00%	0	25.00%
survial	1	1	25.00%	0	25.00%
smartest	4	4	10.01%	0	10.00%
default	3	3	12.51%	0	12.50%
payback	5	5	8.34%	0	8.33%
producers	1	1	25.00%	0	25.00%
singled	1	1	25.00%	0	25.00%
processingwas	1	1	25.00%	0	25.00%
cked	1	1	25.00%	0	25.00%
closures	1	1	25.00%	0	25.00%
singed	1	1	25.00%	0	25.00%
rewrite	1	1	25.00%	0	25.00%
msnobama	1	0	25.00%	1	25.02%
circus	5	3	8.34%	2	8.35%
armless	1	0	25.00%	1	25.02%
shoulder	11	10	4.17%	1	4.17%
600lb	1	0	25.00%	1	25.02%
transsexual	1	0	25.00%	1	25.02%
bullied	4	2	10.00%	2	10.01%
classmates	3	2	12.50%	1	12.51%
flamboyant	1	0	25.00%	1	25.02%
wasting	11	10	4.17%	1	4.17%
goddess	2	2	16.67%	0	16.67%
guru	2	2	16.67%	0	16.67%
jiving	1	1	25.00%	0	25.00%
cosmik	1	1	25.00%	0	25.00%
debris	1	1	25.00%	0	25.00%
ailments	1	1	25.00%	0	25.00%
thingtopless	1	1	25.00%	0	25.00%
photographers	4	4	10.01%	0	10.00%
cartoons	1	1	25.00%	0	25.00%
hillarious	3	3	12.51%	0	12.50%
toons	1	1	25.00%	0	25.00%
americanjob	1	1	25.00%	0	25.00%
50plus	5	1	8.33%	4	8.36%
byebye	2	2	16.67%	0	16.67%
bonjour	1	1	25.00%	0	25.00%
adios	4	4	10.01%	0	10.00%
auf	1	1	25.00%	0	25.00%
wiedersehen	1	1	25.00%	0	25.00%
ma'	1	1	25.00%	0	25.00%
alsalam	1	1	25.00%	0	25.00%
sampai	1	1	25.00%	0	25.00%
jumpa	1	1	25.00%	0	25.00%
zi	1	1	25.00%	0	25.00%
jin	1	1	25.00%	0	25.00%
biteme	1	1	25.00%	0	25.00%
bytheway	1	1	25.00%	0	25.00%
portions	1	1	25.00%	0	25.00%
hogan's	1	1	25.00%	0	25.00%
vpcontinued	1	1	25.00%	0	25.00%
flapping	2	2	16.67%	0	16.67%
appeared	4	4	10.01%	0	10.00%
droopy	1	1	25.00%	0	25.00%
heartattack	1	1	25.00%	0	25.00%
rowdy	1	1	25.00%	0	25.00%
conditioned	4	3	10.01%	1	10.01%
dominating	3	2	12.50%	1	12.51%
chemicals	9	7	5.01%	2	5.01%
preservatives	3	2	12.50%	1	12.51%
additives	3	2	12.50%	1	12.51%
beeflamb	2	1	16.67%	1	16.68%
hormones	3	2	12.50%	1	12.51%
essentially	11	10	4.17%	1	4.17%
hefty	3	2	12.50%	1	12.51%
organically	2	1	16.67%	1	16.68%
meantimewe	2	1	16.67%	1	16.68%
standards	15	14	3.13%	1	3.13%
winge	2	1	16.67%	1	16.68%
butcan't	2	1	16.67%	1	16.68%
interrupted	2	1	16.67%	1	16.68%
sadness	3	3	12.51%	0	12.50%
'''''those	1	1	25.00%	0	25.00%
shovel	3	2	12.50%	1	12.51%
''''''	1	1	25.00%	0	25.00%
awwwwwwwwwwwww	1	1	25.00%	0	25.00%
regarded	2	2	16.67%	0	16.67%
'niggah'	2	2	16.67%	0	16.67%
'ner'	1	1	25.00%	0	25.00%
everyway	1	1	25.00%	0	25.00%
dotgov	1	1	25.00%	0	25.00%
otto	1	1	25.00%	0	25.00%
simpsons	1	1	25.00%	0	25.00%
zeppelin	1	1	25.00%	0	25.00%
stunt	5	5	8.34%	0	8.33%
makerno	1	1	25.00%	0	25.00%
deported	1	1	25.00%	0	25.00%
withfn	1	1	25.00%	0	25.00%
p90s	1	1	25.00%	0	25.00%
hk416s	1	1	25.00%	0	25.00%
impunity	1	1	25.00%	0	25.00%
nonthreatening	1	1	25.00%	0	25.00%
delayed	1	1	25.00%	0	25.00%
redtape	2	2	16.67%	0	16.67%
wrangling	1	1	25.00%	0	25.00%
rendered	4	4	10.01%	0	10.00%
limb	2	2	16.67%	0	16.67%
frivously	1	1	25.00%	0	25.00%
ultimatelywithout	1	1	25.00%	0	25.00%
purposeby	1	1	25.00%	0	25.00%
objectionable	1	1	25.00%	0	25.00%
wasteful	2	2	16.67%	0	16.67%
theirour	1	1	25.00%	0	25.00%
theirfat	1	1	25.00%	0	25.00%
tongas	1	1	25.00%	0	25.00%
guzzlingsuburban	1	1	25.00%	0	25.00%
stagnant	2	2	16.67%	0	16.67%
incomejob	1	1	25.00%	0	25.00%
gated	4	4	10.01%	0	10.00%
politcal	2	2	16.67%	0	16.67%
privilege	2	2	16.67%	0	16.67%
exceptionalism	2	2	16.67%	0	16.67%
reserved	2	2	16.67%	0	16.67%
canafford	1	1	25.00%	0	25.00%
trashing	1	1	25.00%	0	25.00%
moan	3	3	12.51%	0	12.50%
crapface	1	1	25.00%	0	25.00%
relax	5	5	8.34%	0	8.33%
yetput	1	1	25.00%	0	25.00%
camo	1	1	25.00%	0	25.00%
moaning	2	2	16.67%	0	16.67%
growning	1	1	25.00%	0	25.00%
approve	3	3	12.51%	0	12.50%
messege	1	1	25.00%	0	25.00%
bleed	7	7	6.26%	0	6.25%
techniques	3	3	12.51%	0	12.50%
spuuuuuulat	1	1	25.00%	0	25.00%
tttttt	1	1	25.00%	0	25.00%
concrete	5	5	8.34%	0	8.33%
beep	2	2	16.67%	0	16.67%
hippocracy	1	1	25.00%	0	25.00%
punish	5	5	8.34%	0	8.33%
ffew	1	1	25.00%	0	25.00%
activists	1	1	25.00%	0	25.00%
ne'erdowells	1	1	25.00%	0	25.00%
visiting	6	5	7.15%	1	7.15%
mooned	1	1	25.00%	0	25.00%
portraits	2	2	16.67%	0	16.67%
photosof	1	1	25.00%	0	25.00%
distinguished	2	2	16.67%	0	16.67%
aremounted	1	1	25.00%	0	25.00%
corridors	1	1	25.00%	0	25.00%
'freedom	1	1	25.00%	0	25.00%
expression'	1	1	25.00%	0	25.00%
lewd	1	1	25.00%	0	25.00%
gestures	1	1	25.00%	0	25.00%
dispensed	1	1	25.00%	0	25.00%
thorough	2	2	16.67%	0	16.67%
busload	1	1	25.00%	0	25.00%
wingnuts	1	1	25.00%	0	25.00%
bmr	1	0	25.00%	1	25.02%
theyd	1	1	25.00%	0	25.00%
presidend	1	1	25.00%	0	25.00%
viva	1	1	25.00%	0	25.00%
scissors	2	2	16.67%	0	16.67%
aleady	2	2	16.67%	0	16.67%
fedhas	1	1	25.00%	0	25.00%
brotha	2	2	16.67%	0	16.67%
jaxyou	1	1	25.00%	0	25.00%
outof	1	1	25.00%	0	25.00%
about8	1	1	25.00%	0	25.00%
10a	1	1	25.00%	0	25.00%
gal	8	5	5.56%	3	5.57%
usa's	1	1	25.00%	0	25.00%
educateddumba	1	1	25.00%	0	25.00%
kingich	3	0	12.50%	3	12.53%
societ	1	1	25.00%	0	25.00%
prejudiced	5	5	8.34%	0	8.33%
fk'ing	1	1	25.00%	0	25.00%
observe	2	2	16.67%	0	16.67%
whhich	1	1	25.00%	0	25.00%
'best'	1	1	25.00%	0	25.00%
'worst'	1	1	25.00%	0	25.00%
'controvrsial'	1	1	25.00%	0	25.00%
categorize	1	1	25.00%	0	25.00%
'darwin'	1	1	25.00%	0	25.00%
surpised	2	2	16.67%	0	16.67%
strictly	4	4	10.01%	0	10.00%
transaction	1	1	25.00%	0	25.00%
sermons	1	1	25.00%	0	25.00%
strings	2	2	16.67%	0	16.67%
fattest	4	4	10.01%	0	10.00%
beign	1	1	25.00%	0	25.00%
toddler	1	1	25.00%	0	25.00%
tiara	1	1	25.00%	0	25.00%
honey	13	13	3.58%	0	3.57%
souths	1	1	25.00%	0	25.00%
campire	1	1	25.00%	0	25.00%
dixie	2	2	16.67%	0	16.67%
picies	1	1	25.00%	0	25.00%
ver50dt	1	0	25.00%	1	25.02%
cbai	2	2	16.67%	0	16.67%
indirectly	6	6	7.15%	0	7.14%
cleanthegenepool	1	1	25.00%	0	25.00%
